sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,c-0
id_05aa3a203,trt_cp,48,D2,-0.2245,0.1249,2.191,-0.2369,0.213,-0.7812
id_05acecb88,trt_cp,24,D2,-0.0583,-0.8745,-1.004,0.0756,-1.543,0.748
id_05ae06798,ctl_vehicle,48,D1,0.2634,0.5638,-1.374,-0.4111,2.19,-0.4136
id_05b14f5f6,trt_cp,72,D2,-0.03,-0.3424,-0.7979,-0.085,-0.0997,-0.6085
id_05b817224,trt_cp,72,D1,-0.2601,-0.0172,1.008,-0.027,0.1968,0.0529
id_05b92cf23,trt_cp,48,D2,0.3372,-1.317,-1.328,-0.8952,0.2228,-0.9723
id_05bb9c82d,trt_cp,72,D2,-0.3942,-0.3392,0.2096,-0.9421,-0.1411,0.1313
id_05bd7e0e4,ctl_vehicle,72,D1,0.1304,-0.0611,0.6969,0.5626,0.1472,1.32
id_05be6f34e,trt_cp,72,D1,0.3695,-0.6889,-1.118,-1.703,0.142,0.1802
id_05c10f90d,trt_cp,72,D1,-0.0044,-2.018,-1.107,1.9,0.2061,1.504
id_05c14e503,trt_cp,72,D1,1.403,0.2491,-0.4827,-0.2251,0.5928,-3.438
id_05c530eaf,trt_cp,48,D1,-0.4836,-0.2185,0.4844,0.5369,0.1812,1.377
id_05c65b056,trt_cp,24,D1,-0.392,-0.0669,-0.7187,1.23,-0.1353,-0.8834
id_05c7b4bc1,trt_cp,48,D2,0.3354,0.4906,-0.3809,0.2926,-0.3599,0.1399
id_05c97e778,trt_cp,24,D1,0.2435,-0.386,2.583,0.0239,0.3002,-1.728
id_05cb1625e,trt_cp,48,D1,6.512,-0.1706,0.1432,-0.3322,3.416,-8.854
id_05cbc2a3b,trt_cp,24,D2,-0.2942,-0.1951,1.129,0.4553,-1.889,0.1399
id_05cc21222,trt_cp,48,D1,0.5673,-0.9298,0.2861,-0.2351,0.0868,0.5733
id_05cce3bcb,trt_cp,24,D1,-0.9979,-1.688,-0.7401,-0.7403,-0.1051,-0.1081
id_05d6aa34c,trt_cp,48,D2,-0.0001,-0.5167,1.266,-0.0992,0.3115,-0.052
id_05d7f86a7,trt_cp,72,D2,0.5798,0.0302,0.3551,-0.0355,0.1753,-0.0644
id_05da7422b,trt_cp,48,D2,2.459,-2.201,3.542,-1.933,-2.664,-1.636
id_05dc1b135,ctl_vehicle,24,D2,-0.4282,-2.008,-0.7616,0.99,-0.9673,0.425
id_05dd8f8d7,trt_cp,72,D1,-1.605,-0.3808,0.2909,0.3703,-0.5665,0.08
id_05df28c5e,trt_cp,72,D2,0.2443,-0.3372,-3.963,-0.1641,0.3243,0.3279
id_05e1f6eaa,trt_cp,72,D1,-0.6156,-0.1899,-0.8884,-0.0413,-0.408,-0.5552
id_05e3f9e7f,trt_cp,48,D2,-0.1254,-0.8182,-1.202,0.6981,-1.074,0.232
id_05e7f604e,trt_cp,24,D1,-0.3393,-0.6934,0.0559,0.0334,-0.5005,-1.269
id_05e90b72c,trt_cp,72,D2,0.26,0.8931,0.1551,1.116,-0.4132,-0.7336
id_05ea3a52e,trt_cp,48,D1,-0.4294,1.054,0.388,-0.7814,-0.2074,0.0039
id_05f9f6422,trt_cp,72,D2,-0.7461,0.9736,1.516,0.507,-0.6633,-1.397
id_05f9f9c2c,trt_cp,48,D1,0.0359,0.0588,0.7763,0.4685,-0.2357,0.3915
id_05f9ffc64,trt_cp,24,D1,1.906,0.8977,0.7645,-0.3666,-0.7438,0.8576
id_05fab8e6e,trt_cp,48,D1,0.0971,0.6363,3.468,-0.1524,-0.6938,-0.4504
id_05fc1d2eb,trt_cp,48,D2,-0.535,0.5182,2.423,-0.1826,0.0799,-0.2218
id_060539684,trt_cp,24,D2,0.9362,-0.4557,0.7102,-0.2623,-0.287,-0.2931
id_06080a846,trt_cp,48,D2,5.811,0.8993,0.6687,2.564,1.273,-9.991
id_0609b9918,trt_cp,24,D2,-0.916,0.1452,-0.238,-0.5204,-0.3739,0.1581
id_060a6338d,trt_cp,48,D1,0.7973,-0.1319,0.7032,-0.1885,0.1949,0.6132
id_060c9abea,trt_cp,72,D2,0.8682,0.2776,-0.0234,0.5989,0.8359,1.265
id_060f3a8d6,trt_cp,24,D1,0.9567,-1.913,0.6942,0.2971,1.577,-0.1117
id_06100bd1f,trt_cp,24,D2,-1.017,-1.819,2.842,2.559,-0.5122,0.0889
id_061062e99,ctl_vehicle,48,D1,-0.5581,-1.358,0.4909,0.1251,-0.5346,0.3084
id_061199516,trt_cp,24,D1,0.0995,0.0137,1.179,-0.7944,-1.628,-1.604
id_06121faaa,trt_cp,72,D1,0.7067,1.143,-1.265,0.6857,-0.8444,-0.1696
id_061480bcf,trt_cp,24,D2,1.111,-0.1022,-0.6724,0.4539,-0.2888,0.2842
id_061703238,trt_cp,72,D2,-1.229,0.8594,-0.3514,2.182,0.7577,-0.7434
id_06189ce9a,trt_cp,48,D1,-0.1385,-0.1688,1.775,0.0438,1.138,0.1835
id_061c38228,trt_cp,48,D2,-0.3821,0.5462,-0.8027,0.6691,-0.1623,-0.0987
id_061f79f0f,trt_cp,72,D2,-0.0188,0.5148,0.9883,2.089,-0.0258,-4.389
id_062ae82df,trt_cp,48,D1,-0.9689,-0.9475,1.42,0.1596,1.727,0.9296
id_062b9b1c2,trt_cp,24,D2,0.3734,-0.6131,-0.2247,-0.5634,0.0716,0.5058
id_062d58813,trt_cp,72,D2,0.2293,-1.127,0.3004,-0.0889,0.304,-0.0697
id_062e996d7,trt_cp,24,D2,0.1871,0.6378,-0.6811,0.7403,0.8332,-0.1502
id_062f184ff,trt_cp,24,D2,-0.2513,0.0592,0.7704,0.7829,-0.4804,-0.6789
id_06312a113,ctl_vehicle,24,D1,0.3016,-0.9099,0.1842,0.4604,-0.6837,0.5615
id_06393af9f,trt_cp,24,D1,0.4216,-0.1373,0.6892,0.1506,-0.6793,0.6327
id_06395227f,trt_cp,24,D2,0.6514,-0.5085,-0.1207,-1.328,1.428,-1.298
id_063bb8a11,trt_cp,24,D2,-0.1002,-0.1274,-0.3041,-0.824,0,0.0833
id_063def5c5,trt_cp,48,D2,-0.1204,-0.8546,-0.2603,-0.7246,0.0524,-0.0721
id_063e8e7d6,trt_cp,24,D1,0.2183,-0.7533,-0.4273,0.2259,0.4209,0.3245
id_063ecfe30,trt_cp,72,D1,0.9109,-0.3251,-0.043,-0.1329,-0.2242,0.6801
id_063f2f075,trt_cp,72,D2,0.8001,0.8409,0.4257,-0.4901,-0.2023,0.162
id_06428d31f,trt_cp,24,D2,1.279,0.5834,0.9135,-0.9158,-0.1626,-0.1901
id_0644c9ffc,trt_cp,48,D1,1.73,0.5741,-0.8945,-0.8759,0.599,0.0337
id_064603dcb,trt_cp,48,D1,1.112,-3.466,0.344,-1.521,-0.7237,-1.65
id_0646ece8b,trt_cp,72,D2,0.212,-0.3338,-0.1138,0.2037,-0.5875,-0.184
id_0648abd5f,trt_cp,24,D2,0.7547,0.4808,0.725,0.5447,-0.5076,0.8049
id_064901c0f,ctl_vehicle,24,D1,-1.895,-1.334,-0.0619,0.9232,-1.378,0.7959
id_064a09952,trt_cp,48,D2,-0.7112,0.3974,-0.4203,-0.3954,-0.1536,-0.3153
id_064a6e22c,trt_cp,72,D2,0.1176,-0.5953,0.1168,-0.2776,-0.4699,-0.0687
id_064ac77f9,trt_cp,72,D1,-0.21,-0.9331,0.6633,0.0752,-0.6941,0.0247
id_0651a3ed7,trt_cp,48,D2,0.0208,-0.9784,-0.6902,-1.262,0.1603,0.9484
id_0652a43ab,trt_cp,24,D1,-0.1084,0.65,0.6328,0.3372,1.176,0.7826
id_06562f945,trt_cp,48,D2,-0.4775,0.0369,-0.4235,-0.9051,-0.3422,0.699
id_0658dda75,trt_cp,72,D1,-0.9241,0.7799,0.4595,0.9517,0.3465,-2.491
id_065968a5b,trt_cp,24,D1,-0.1706,-0.4329,-0.1987,-0.1733,0.3778,0.1652
id_065985006,trt_cp,24,D2,2.887,-0.0221,1.692,5.052,-0.5128,-4.084
id_065af93a8,trt_cp,24,D2,-0.4509,-0.6177,1.848,0.5059,-0.2282,-0.8097
id_065bc9648,trt_cp,72,D2,0.46,-0.4381,-0.9199,-0.7391,-0.5513,0.6354
id_065e12f9e,trt_cp,72,D2,-0.6874,-0.6942,-0.0596,-0.9515,-0.1439,0.3548
id_065f1df01,trt_cp,24,D1,0.7882,0.6745,-0.1911,0.114,1.784,0.3332
id_065f38d2e,trt_cp,24,D1,1.815,-1.404,2.435,-0.715,-0.6438,0.3259
id_06600f2fa,trt_cp,48,D1,1.383,0.3053,-1.406,0.744,0.5082,-1.395
id_0661ac1ee,trt_cp,24,D2,0.5856,1.15,-0.3489,-0.2556,0.5021,-0.5794
id_0661dcea9,trt_cp,24,D1,-0.3618,0.5883,2.689,-0.0712,-0.357,0.9923
id_0663b072f,trt_cp,72,D2,-0.1775,-0.4559,0.5982,-1.403,0.2122,-1.544
id_06674ea0c,trt_cp,24,D1,-0.57,0.6761,0.6119,0.7447,-0.7207,-0.3386
id_06689feb9,trt_cp,72,D2,0.2051,-0.5636,-0.4017,-0.303,0.7163,0.3376
id_06691a110,trt_cp,24,D2,-0.2927,-0.1851,0.1884,-0.8266,-0.1681,-2.319
id_066adb43f,trt_cp,72,D2,-0.3367,-0.0432,0.0891,-1.37,-0.9172,-1.075
id_066af2d5e,trt_cp,72,D1,0.0302,0.5806,-0.5002,0.0301,0.9654,0.4278
id_067111b8e,ctl_vehicle,72,D1,0.0115,-0.1864,-0.4974,-1.599,0.5261,0.7674
id_0676db14f,trt_cp,48,D2,0.4205,-0.104,1.294,1.009,-0.3596,0.4592
id_067798631,trt_cp,72,D1,7.456,-2.236,0.4084,-0.7311,2.557,-10
id_067a17aaa,trt_cp,72,D2,0.0227,-0.7955,0.0923,0.4018,-0.2367,-2.269
id_067c6f57c,trt_cp,72,D2,-0.4851,-0.0017,-1.452,-1.154,0.6905,0.4828
id_068246406,trt_cp,48,D1,0.0259,0.6164,0.9833,-0.1596,0.2603,-0.4045
id_06834da34,trt_cp,48,D1,8.157,0.6031,0.7811,-0.3625,4.051,-10
id_06852166f,trt_cp,72,D1,0.336,-0.4907,0.1387,-0.3302,-0.0942,0.2149
id_068573b37,ctl_vehicle,24,D1,0.35,0.321,0.9265,-1.602,0.4462,0.3331
id_068b49e92,trt_cp,72,D2,-0.1751,0.4462,-1.211,0.4977,-0.7393,0.8861
id_068d2e8e2,trt_cp,72,D1,5.577,-1.516,0.7994,-1.786,5.385,-5.217
id_068e73c22,trt_cp,72,D2,-1.422,-0.298,-0.6604,2.277,0.7196,-0.9011
id_068ecbfee,ctl_vehicle,24,D2,0.8268,0.8628,-0.7148,-0.2185,-0.6989,-0.5602
id_06903484e,trt_cp,72,D1,-0.1517,-0.0689,-0.0669,-0.1811,0.4819,-1.118
id_0691129aa,trt_cp,72,D1,1.165,0.1657,-0.167,0.3558,1.428,-0.4521
id_0692694d4,ctl_vehicle,48,D1,0.1798,0.6071,-0.5059,-0.6054,-0.8005,-0.2607
id_0693d1c7a,trt_cp,48,D2,0.3169,0.1023,0.4951,-0.1363,0.3226,0.4864
id_0693fe83a,trt_cp,24,D1,0.3548,-0.7721,-0.4757,-0.1963,0.7948,-0.5264
id_069470d9c,trt_cp,24,D1,-0.0328,0.3581,-0.3332,0.1042,0.2542,-0.0199
id_0699adc64,trt_cp,24,D2,0.1663,0.7688,-0.3663,-0.6675,-0.4954,0.6907
id_069b1fc41,trt_cp,72,D1,-1.045,0.2824,-0.2501,0.0775,-0.6462,-0.4535
id_069e56abb,trt_cp,48,D1,0.3757,0.6294,0.2848,-0.2584,0.0327,0.0572
id_06a0e7b16,trt_cp,72,D2,1.064,0.6083,-1.814,-0.5453,-1.107,-0.537
id_06a4a1ba5,trt_cp,72,D1,-0.1187,0.7366,-0.6952,-0.2424,-0.3164,-0.5395
id_06a825b1e,trt_cp,48,D2,0.0265,0.172,-0.786,-0.5714,-0.1445,0.6955
id_06acc804d,ctl_vehicle,24,D1,-1.767,-1.664,-0.5546,0.5687,-0.9553,0.2847
id_06b298229,trt_cp,48,D1,0.399,0.4523,0.7761,-0.2671,1.548,0.5483
id_06b45cc83,trt_cp,24,D1,1.109,-2.196,-0.4026,-0.6229,-0.1033,0.6752
id_06b620d6c,trt_cp,48,D2,0.3369,0.8044,-0.187,-0.818,0.8494,-0.424
id_06b8d575d,trt_cp,72,D2,0.6326,-0.472,0.0413,-0.4357,-0.6301,-0.2564
id_06bae2ece,trt_cp,24,D1,0.1521,-0.0655,0.2523,0.2819,1.088,0.1217
id_06bc2082e,trt_cp,48,D1,-0.331,-0.1883,-0.0872,1.109,-0.0097,0.6898
id_06c10d4b9,trt_cp,24,D2,0.1285,0.1785,0.277,-0.1423,-0.472,0.5347
id_06c151919,trt_cp,24,D2,1.288,-1.112,8.257,4.508,-0.3912,-3.235
id_06c1d93d7,trt_cp,48,D2,0.6149,0.2623,-0.1992,-0.2225,0.6066,-0.4361
id_06c529956,trt_cp,72,D2,1.105,0.8392,1.302,-0.014,0.2336,-3.73
id_06c5f2714,trt_cp,72,D2,-0.6162,-1.356,3.572,-3.289,1.053,-3.199
id_06c697773,trt_cp,48,D1,3.937,0.5938,-0.6036,0.2451,-0.9952,0.9842
id_06c867db3,trt_cp,48,D1,1.201,0.6158,0.2447,0.3582,0.1253,-0.0357
id_06cdf6042,trt_cp,24,D2,-1.06,-0.9155,-0.0944,0.088,-1.967,-0.1816
id_06cfcd793,trt_cp,24,D1,-0.5399,0.6886,2.733,0.3456,-0.4734,-0.4724
id_06d23164f,trt_cp,48,D2,-0.4712,0.6445,-0.9413,-0.515,0.3197,-0.0108
id_06d32f557,ctl_vehicle,24,D1,-1.121,0.4041,1.014,0.1135,0.7228,-0.2714
id_06d514a5f,trt_cp,48,D2,-0.6407,-0.2316,-0.598,0.1174,-0.7572,-0.6508
id_06d5bda32,trt_cp,24,D1,-0.4189,-1.655,0.2379,0.4401,-1.073,0.8589
id_06d5f8a2b,ctl_vehicle,48,D2,-1.162,0.3845,-1.809,3.055,1.63,-0.6393
id_06de1ba70,trt_cp,48,D2,-0.7045,-0.2534,-0.8165,-0.0202,-0.2944,0.7249
id_06e63ab8b,trt_cp,72,D2,0.4946,-0.1876,-0.674,-0.0872,-0.3759,1.276
id_06e966d58,trt_cp,24,D1,0.1627,-1.031,-0.5541,0.1811,2.339,-0.0807
id_06ec6d4c8,trt_cp,24,D2,-0.7867,-2.074,-0.3577,-1.319,-0.3216,0.2263
id_06f86780b,trt_cp,48,D2,-0.3519,0.2153,0.8232,-0.661,-0.0964,0.1319
id_06f87b97e,trt_cp,48,D2,0.2784,-0.4357,-0.7207,0.646,-0.3354,-1.3
id_06fe6d5c0,trt_cp,72,D2,1.099,0.9257,-1.717,4.658,-2.055,0.5102
id_0700f77b9,trt_cp,48,D2,6.381,1.848,0.9513,0.768,3.878,-9.401
id_0705f2102,trt_cp,24,D2,0.1282,0.4169,0.5419,-0.4779,-0.1614,0.9259
id_07060fa4f,trt_cp,24,D2,3.021,0.3507,5.136,6.104,-0.6675,-3.94
id_0708b120e,trt_cp,72,D1,0.0244,0.2647,-0.8911,0.2017,0.5462,0.1124
id_070e27c05,trt_cp,48,D2,0.7668,-0.3286,-3.132,-0.355,0.8945,0.8263
id_070e69925,trt_cp,72,D2,-0.6475,0.1691,0.7405,0.5613,0.1405,-0.3531
id_070ea08b8,trt_cp,72,D2,0.4758,0.2441,-0.7874,-0.7748,-0.0925,0.5604
id_0711bc6dd,trt_cp,48,D1,1.109,-2.054,2.6,0.1912,-0.7911,1.025
id_071258523,trt_cp,24,D1,-0.5623,0.7673,-0.4817,-0.3791,0.6292,-0.343
id_07157f4f7,ctl_vehicle,72,D1,-1.098,-1.641,1.186,0.0903,-1.771,0.2944
id_0716fb9f0,trt_cp,24,D1,-0.6108,-1.084,0.0398,0.3683,-0.4172,0.4972
id_071cf3fce,trt_cp,24,D2,-1.282,-1.124,0.8886,0.6266,-0.6533,-0.2566
id_0723503c2,ctl_vehicle,48,D2,-1.236,0.7117,-2.409,-0.4998,-0.3051,1.692
id_0729e9a15,trt_cp,24,D2,-0.6654,0.8294,0.2703,-0.803,0.6323,-0.0004
id_072ad147c,ctl_vehicle,24,D2,-0.0828,-1.474,0.6077,0.0171,-2.506,0.3622
id_072f6f8f8,trt_cp,24,D2,-0.8052,-1.32,-0.116,0.7378,-2.025,1.477
id_073128f9c,trt_cp,72,D1,-0.2059,-0.785,-0.237,1.219,-1.371,-1.435
id_073475337,trt_cp,48,D1,1.743,-0.3443,0.5572,1.075,-0.4513,-0.6397
id_07352f790,trt_cp,72,D2,0.8117,0.3848,-0.3965,-1.3,0.3027,0.1163
id_073a5741a,trt_cp,48,D1,4.849,0.8842,1.963,0.8876,2.353,-9.98
id_073c44be2,trt_cp,24,D1,0.8656,-0.5041,2.323,0.567,-0.3103,-0.853
id_073fe3298,trt_cp,48,D1,1.219,0.5721,1.178,-0.2894,0.1899,-1.286
id_07422aba7,trt_cp,24,D1,-0.0394,-1.181,0.0786,-0.4485,-1.374,-0.2273
id_0744dac2a,trt_cp,24,D1,1.173,-1.545,0.2645,0.3893,0.1427,-0.1518
id_074a6bf37,trt_cp,72,D1,0.8563,-0.2942,0.3047,-0.2449,1.829,-0.251
id_074f5a92f,trt_cp,48,D1,1.25,-0.0162,1.199,0.3544,1.52,0.4121
id_0751987f5,trt_cp,24,D2,-0.4707,-0.6687,-0.0697,-0.7672,-0.2566,-0.9703
id_0751b1418,trt_cp,72,D2,-0.3823,-0.4026,0.5378,-0.3135,-0.5326,0.1825
id_075252e18,trt_cp,24,D1,0.9078,-0.1123,-0.2395,0.0958,0.4327,-0.5463
id_0755f688c,trt_cp,24,D1,0.214,-0.064,-0.1579,-0.7217,1.825,1.302
id_075a6a517,trt_cp,48,D2,-0.5998,0.0202,-1.698,1.072,2.301,-0.4952
id_075cdb4e0,trt_cp,48,D2,-0.3732,0.4795,0.9338,-0.9961,0.4717,0.462
id_075d82473,trt_cp,24,D1,-0.1441,0.8901,-0.0286,-0.8795,0.6468,0.3616
id_0766ae82e,trt_cp,72,D2,1.176,-0.0059,-0.282,0.3834,0.2739,0.6717
id_0769c8cbb,trt_cp,48,D1,7.421,-0.5896,0.0269,1.73,2.634,-9.822
id_076b6a254,trt_cp,72,D2,0.2847,-0.231,0.0717,0.5511,-0.7313,0.3545
id_076d60cd5,trt_cp,72,D2,-5.513,0.8904,-0.1077,0.5127,-1.247,-0.0701
id_0773d8535,trt_cp,48,D2,-0.305,0.8216,-0.6684,-0.688,-0.1012,0.4039
id_07743ad4d,trt_cp,48,D2,1.014,1.023,1.364,5.429,0.4469,-2.175
id_077751a34,trt_cp,48,D1,-0.0892,0.6204,-0.4509,-0.1885,0.275,0.6934
id_077926440,trt_cp,48,D2,0.5892,0.9296,-3.148,-1.028,0.4356,-0.0105
id_077b92c37,trt_cp,48,D1,-0.2381,1.401,-2.938,0.6776,-1.086,0.005
id_07804fe1e,trt_cp,48,D1,0.3323,0.2743,1.199,0.172,-0.22,0.1557
id_078118770,trt_cp,24,D1,-0.0517,-1.164,0.3556,0.3992,0.7571,0.2227
id_078271c0d,trt_cp,48,D1,-0.6314,0.1739,1.528,-0.4117,-0.2753,0.1428
id_078392deb,trt_cp,48,D2,0.9001,0.9374,0.2243,-1.063,1.223,-0.7852
id_078a2d965,trt_cp,72,D1,-0.0338,-0.4648,0.3304,0.4006,-0.035,0.3596
id_078a8d19e,trt_cp,48,D2,0.4917,0.2116,-0.5844,-0.2319,1.219,0.7344
id_078f0b0a3,trt_cp,48,D1,-0.3521,0.0824,-0.9195,-0.1113,-0.7997,-0.3382
id_07925a0a2,trt_cp,48,D2,-0.1519,-0.7166,0.0823,-0.13,0.2928,0.4436
id_0797bcf33,trt_cp,24,D1,0.0136,0.5398,-0.6392,-0.001,0.1242,-0.3879
id_079aaac43,trt_cp,48,D2,0.5222,1.208,-0.2391,-0.2618,0.1923,0.4419
id_079b94eff,trt_cp,48,D2,0.0889,0.7796,-0.2847,0.7026,0.0852,-0.129
id_079e18463,trt_cp,24,D1,0.1347,-0.4782,0.2213,0.0347,0.2195,-0.5808
id_07a150333,trt_cp,24,D1,4.567,-0.1599,2.424,-0.2077,-0.0085,-0.2914
id_07a34a85d,trt_cp,24,D2,0.5333,0.0783,0.9093,-0.0636,0.4433,0.4581
id_07a3f0b51,ctl_vehicle,72,D2,0.2222,0.1311,-1.997,-0.303,1.013,-0.0914
id_07a4dae3a,trt_cp,72,D1,1.357,-0.3927,0.3198,-0.1086,1.437,-0.2734
id_07a767b69,ctl_vehicle,72,D2,0.0798,-0.8958,0.3259,0.2059,-0.858,0.0613
id_07a9c2eb6,ctl_vehicle,48,D2,-0.7581,0.6259,0.2236,-0.4478,0.166,0.6243
id_07aa71c12,trt_cp,24,D2,2.468,1.744,1.38,3.1,1.127,-4.151
id_07accbce3,trt_cp,24,D2,0.0338,-1.119,2.375,-0.6029,0.0725,0.0332
id_07af3f84b,trt_cp,48,D1,-0.1345,-1.4,-0.5434,0.7032,-2.239,0.1639
id_07b1f6bdb,trt_cp,48,D2,-0.4242,-1.391,-0.8602,0.8022,-0.6752,-0.4862
id_07b7426b2,trt_cp,24,D1,-0.2856,-0.6573,1.889,-0.3083,-0.5899,0.4034
id_07b926e41,trt_cp,72,D1,1.825,-1.377,0.235,-0.0766,-0.6479,-4.516
id_07b96530c,trt_cp,48,D1,0.5675,-0.8051,-0.4512,-0.8134,-0.0384,0.1182
id_07bda871a,trt_cp,48,D2,-0.6834,0.6992,-0.8612,-0.1644,-0.2709,-0.1897
id_07bea2205,trt_cp,24,D1,-0.2032,-0.2397,-0.3455,-0.4128,1.216,-0.3758
id_07c00d1f2,trt_cp,48,D1,0.5959,0.8508,0.0875,-0.1697,-0.7427,-0.6848
id_07c11cafa,trt_cp,48,D1,1.257,0.1584,0.226,-0.2722,0.6745,0.215
id_07c1666ac,trt_cp,24,D2,-0.3492,-0.3075,1.169,0.7715,0.411,-0.4063
id_07c25e5d6,ctl_vehicle,72,D1,-1.185,-1.162,-0.9004,0.4177,-0.753,-0.9241
id_07c89c72d,trt_cp,72,D2,0.3566,-0.676,0.5377,0.9443,-1.283,-0.2996
id_07d9022db,trt_cp,24,D1,0.0547,1.717,0.021,-0.3665,0.8287,0.5327
id_07da0461f,trt_cp,24,D2,1.122,-1.088,0.3528,-1.228,1.293,-0.7141
id_07dca0937,trt_cp,72,D1,0.1396,-0.2947,-0.4208,0.7351,0.4881,-0.1754
id_07de073c5,trt_cp,48,D1,-0.5931,0.0954,-0.0737,0.2239,0.0348,0.1242
id_07e154ba8,trt_cp,72,D2,1.765,0.665,-0.1095,-1.001,2.394,-3.265
id_07e288fbd,trt_cp,48,D2,-0.0873,-0.3316,-1.584,0.2466,-0.1912,-0.3575
id_07e2e03f1,trt_cp,72,D2,0.9262,0.6855,1.002,-1.68,0.1123,-1.886
id_07e3bf901,trt_cp,48,D1,-0.3711,0.244,-0.5164,0.198,0.2054,0.3914
id_07e58c049,trt_cp,24,D2,-1.319,-1.534,-0.2755,0.7101,-1.429,0.2767
id_07e69f968,trt_cp,24,D1,2.145,-0.3944,-0.2646,-0.8927,1.545,-2.797
id_07e7afe80,trt_cp,24,D2,-0.5124,0.371,0.541,-0.635,-0.2408,-0.5838
id_07e83bc76,ctl_vehicle,48,D2,0.635,0.2054,-1.83,-0.3093,-0.8162,0.8034
id_07ea19e48,trt_cp,48,D1,-0.1635,0.2324,-0.834,-1.203,0.3035,0.0659
id_07ec3439a,trt_cp,48,D2,-0.5792,0.3363,1.356,0.1011,-0.8979,0.8058
id_07ecb3e85,trt_cp,24,D1,0.3388,-0.9912,0.2248,0.3389,1.969,-1.37
id_07ed3e7d0,trt_cp,48,D1,-1.132,0.3945,-0.3195,0.2436,0.0033,0.6961
id_07ed6ce4d,trt_cp,48,D1,-0.7872,-0.3814,-0.6166,0.4552,-1.289,-0.9477
id_07f2731b8,trt_cp,72,D1,-1.318,-0.6957,1.06,-0.2971,-0.5447,0.2962
id_07f48c9c1,trt_cp,24,D1,0.177,0.8146,0.6666,0.261,-0.1343,-0.3595
id_07f7bedce,trt_cp,72,D1,0.6796,0.7084,-0.9005,0.403,0.6165,0.0545
id_07f96f130,trt_cp,48,D1,0.5613,-0.2784,-0.6791,-0.6331,-0.7452,0.3005
id_07fd62b7b,trt_cp,72,D1,-0.4444,-0.4363,-0.5777,-0.1599,0.8863,0.5165
id_07fdbf51e,trt_cp,72,D2,-0.4483,-0.0412,-0.4393,-0.5638,-0.1245,-0.0448
id_07fe5c8ac,trt_cp,48,D1,-1.594,-2.309,0.6188,0.7881,-0.2817,0.4567
id_07fea82ef,ctl_vehicle,72,D2,0.1774,1.005,0.279,0.7824,0.3736,0.4735
id_08040a5f1,trt_cp,24,D1,1.737,-1.895,0.9504,-0.7116,0.3095,-0.8957
id_08040e109,trt_cp,72,D2,-2.262,-1.176,-0.1101,0.0496,-0.0215,-3.814
id_08068cc60,trt_cp,24,D2,0.1437,0.3614,-0.4912,0.3282,0.4723,0.6748
id_0807526e6,trt_cp,24,D2,-0.0958,-0.4631,-1.35,-0.608,-0.1427,-0.5973
id_08079b8fe,trt_cp,48,D2,-0.2959,-0.9808,0.5507,0.4759,4.91,0.2953
id_080914592,trt_cp,48,D2,0.42,-0.4933,0.6694,-0.4369,-0.2395,0.1621
id_080cbfb09,trt_cp,24,D1,0.2934,-1.262,0.0155,-0.4762,0.7603,1.28
id_080ee8072,trt_cp,24,D1,0.6825,0.3232,4.82,-0.0401,-0.1468,0.3206
id_08124df5c,trt_cp,48,D2,-1.142,-0.9802,1.458,-0.9647,-0.1308,0.0632
id_0815ab35b,trt_cp,24,D1,1.771,0.0918,-0.5185,-0.5318,1.211,-2.422
id_0817d555c,trt_cp,72,D1,2.283,1.051,-0.1626,-1.263,0.4507,-5.64
id_081867eb0,ctl_vehicle,72,D1,0.1949,-0.7455,-0.2023,-0.8824,0.42,-1.014
id_0818efde4,trt_cp,24,D2,-0.568,-0.8213,3.835,0.7511,-1.86,1.21
id_082451f20,trt_cp,24,D1,-0.9179,-1.041,-1.116,1.283,0.686,-0.6316
id_082717db1,trt_cp,72,D1,0.0261,-0.3197,0.1138,-0.4283,-0.0329,0.0661
id_0829c8125,ctl_vehicle,48,D1,-0.8566,-0.6892,-0.8307,0.2931,-1.178,0.761
id_082a56c73,trt_cp,24,D1,-0.5595,0.1222,0.8338,0.1166,-0.9839,-0.0145
id_082aba7b4,trt_cp,48,D1,2.703,2.182,2.403,1.348,1.814,0.532
id_082c2743c,trt_cp,72,D1,0.1926,-0.5828,3.718,0.0301,-0.9576,0.6422
id_083216179,trt_cp,72,D2,0.2183,0.3342,-0.3,0.2116,0.2013,0.0056
id_083245ac2,trt_cp,72,D2,-0.4927,-0.0252,0.1531,0.3116,-0.3776,0.3801
id_08371c7fe,trt_cp,72,D1,0.9811,-0.3853,0.4645,-0.548,-0.1419,0.0276
id_083e690fb,trt_cp,24,D1,-0.737,-0.1154,-0.2397,-0.3679,0.9981,-0.5093
id_0840fff5f,ctl_vehicle,72,D2,-1.852,1.09,-0.1643,0.1599,0.3401,-0.5718
id_0841e44d0,trt_cp,24,D2,0.1836,0.0435,-0.2659,1.054,-0.3711,0.2671
id_08422d62f,trt_cp,48,D2,0.3872,0.9404,-0.4178,-1.089,1.68,0.2975
id_084972c31,trt_cp,48,D2,-0.3722,0.4712,0.7607,-0.0459,-0.344,0.2165
id_084a7d4cf,trt_cp,72,D1,0.4201,-0.017,-0.063,0.1251,-0.869,-0.404
id_08512ff16,trt_cp,72,D2,0.1696,-0.3841,0.2005,-0.476,0.9168,-0.4928
